Game,Round,Deadwood
1,1,78
1,2,69
1,3,61
1,4,52
1,5,52
1,6,48
1,7,48
1,8,46
1,9,43
1,10,43
1,11,24
1,12,17
1,13,17
1,14,17
1,15,8
2,1,36
2,2,36
2,3,36
3,1,62
3,2,60
3,3,55
3,4,28
3,5,28
3,6,25
3,7,25
3,8,22
3,9,22
3,10,22
3,11,22
3,12,22
4,1,68
5,1,57
5,2,52
5,3,43
5,4,39
5,5,39
5,6,39
5,7,36
5,8,36
6,1,71
6,2,67
6,3,67
6,4,67
6,5,59
6,6,40
6,7,40
6,8,17
6,9,13
6,10,13
6,11,9
7,1,48
7,2,48
7,3,48
7,4,39
7,5,11
7,6,12
7,7,4
8,1,45
8,2,44
8,3,38
8,4,38
8,5,13
8,6,7
9,1,42
9,2,12
9,3,9
10,1,56
10,2,49
10,3,49
10,4,46
10,5,44
10,6,44
10,7,24
10,8,12
10,9,12
10,10,1
11,1,29
11,2,11
11,3,11
11,4,7
12,1,54
12,2,52
12,3,26
12,4,26
13,1,64
13,2,64
13,3,64
13,4,64
13,5,36
13,6,36
13,7,31
13,8,12
13,9,12
13,10,1
14,1,41
14,2,41
14,3,40
14,4,39
14,5,24
14,6,1
15,1,53
15,2,52
15,3,52
15,4,32
15,5,32
15,6,32
15,7,23
15,8,23
16,1,49
16,2,49
17,1,44
17,2,44
17,3,37
17,4,36
17,5,18
17,6,18
17,7,9
18,1,32
18,2,26
18,3,23
18,4,17
18,5,17
18,6,17
18,7,17
18,8,17
18,9,17
19,1,17
19,2,17
19,3,10
20,1,18
20,2,16
20,3,16
20,4,16
20,5,12
20,6,12
20,7,12
20,8,6
21,1,47
21,2,42
21,3,17
21,4,17
22,1,21
22,2,21
22,3,21
23,1,42
23,2,38
23,3,37
23,4,15
23,5,10
24,1,26
24,2,1
25,1,35
25,2,12
25,3,12
25,4,12
26,1,50
26,2,50
26,3,20
26,4,13
26,5,13
26,6,10
27,1,60
27,2,30
27,3,30
27,4,30
27,5,30
27,6,25
27,7,25
27,8,10
28,1,59
28,2,55
28,3,55
28,4,29
28,5,21
28,6,21
29,1,34
29,2,34
29,3,26
29,4,22
29,5,11
29,6,11
29,7,11
29,8,8
30,1,72
30,2,64
30,3,34
30,4,25
30,5,8
31,1,29
31,2,21
31,3,21
31,4,21
31,5,14
31,6,1
32,1,42
32,2,39
32,3,37
32,4,16
32,5,16
32,6,16
33,1,33
33,2,26
33,3,22
33,4,3
34,1,18
34,2,18
34,3,17
34,4,11
34,5,11
34,6,11
34,7,11
34,8,11
34,9,11
34,10,7
35,1,44
35,2,44
35,3,38
35,4,14
35,5,12
35,6,12
35,7,12
35,8,12
35,9,8
36,1,54
36,2,38
36,3,11
36,4,11
36,5,11
36,6,9
37,1,21
37,2,21
37,3,16
37,4,16
37,5,12
37,6,12
37,7,12
37,8,12
37,9,7
38,1,50
38,2,42
38,3,41
38,4,41
38,5,41
38,6,16
38,7,18
38,8,18
38,9,18
38,10,13
38,11,9
39,1,74
39,2,70
39,3,48
39,4,39
39,5,33
39,6,28
39,7,28
39,8,9
40,1,34
40,2,25
40,3,25
40,4,25
40,5,21
40,6,17
40,7,15
40,8,12
40,9,12
40,10,12
40,11,12
41,1,69
41,2,62
41,3,62
42,1,31
42,2,25
42,3,15
42,4,15
42,5,15
42,6,12
42,7,12
42,8,12
42,9,8
43,1,22
43,2,18
43,3,18
43,4,18
43,5,18
43,6,18
43,7,18
43,8,17
43,9,17
43,10,3
44,1,49
44,2,19
44,3,19
45,1,54
45,2,54
45,3,50
45,4,42
45,5,20
45,6,14
45,7,14
46,1,57
46,2,53
46,3,53
46,4,33
46,5,33
46,6,11
46,7,6
47,1,68
47,2,68
47,3,68
47,4,50
47,5,28
47,6,19
47,7,19
48,1,54
48,2,49
48,3,30
48,4,30
48,5,30
48,6,11
48,7,1
49,1,42
49,2,38
49,3,22
49,4,17
49,5,12
49,6,8
50,1,27
50,2,18
50,3,18
50,4,18
50,5,14
50,6,10
51,1,47
51,2,24
51,3,24
51,4,8
52,1,51
52,2,51
52,3,51
52,4,24
52,5,24
53,1,28
53,2,26
53,3,19
53,4,19
53,5,19
53,6,19
54,1,44
54,2,42
54,3,42
54,4,39
54,5,39
55,1,71
55,2,45
55,3,19
55,4,19
55,5,20
55,6,13
55,7,13
56,1,69
56,2,42
56,3,42
56,4,41
56,5,32
56,6,27
56,7,8
57,1,42
57,2,33
57,3,29
57,4,29
58,1,45
58,2,45
59,1,60
59,2,57
59,3,57
59,4,53
59,5,47
59,6,43
59,7,43
60,1,23
60,2,23
60,3,17
60,4,16
60,5,16
60,6,6
61,1,45
61,2,45
61,3,38
61,4,38
61,5,13
61,6,8
62,1,70
62,2,67
62,3,38
62,4,16
62,5,16
63,1,52
63,2,23
63,3,16
63,4,16
63,5,11
63,6,11
64,1,27
64,2,27
64,3,27
65,1,62
65,2,61
65,3,54
65,4,54
65,5,54
65,6,29
65,7,29
65,8,10
66,1,46
66,2,41
66,3,41
66,4,34
66,5,33
66,6,33
66,7,14
66,8,10
67,1,30
67,2,8
68,1,67
68,2,37
68,3,36
68,4,26
68,5,26
68,6,25
68,7,6
69,1,19
69,2,19
69,3,19
69,4,16
69,5,13
69,6,9
70,1,66
70,2,66
70,3,36
70,4,30
70,5,30
70,6,25
70,7,25
70,8,25
71,1,40
71,2,40
71,3,34
71,4,34
71,5,32
71,6,16
71,7,16
72,1,53
72,2,24
72,3,15
72,4,17
72,5,17
73,1,49
73,2,49
73,3,24
73,4,20
73,5,1
74,1,70
74,2,40
74,3,39
74,4,34
74,5,29
74,6,23
74,7,23
74,8,23
74,9,23
75,1,64
75,2,35
75,3,25
75,4,25
75,5,10
76,1,41
76,2,41
77,1,18
77,2,13
77,3,13
77,4,7
78,1,53
78,2,48
78,3,41
78,4,41
78,5,41
78,6,20
78,7,19
78,8,19
79,1,60
79,2,32
79,3,14
79,4,15
79,5,15
80,1,60
80,2,56
80,3,36
80,4,36
80,5,14
80,6,14
81,1,35
81,2,28
81,3,13
81,4,13
81,5,13
81,6,13
81,7,8
82,1,41
82,2,41
82,3,32
82,4,23
82,5,23
82,6,23
82,7,23
82,8,19
82,9,6
83,1,56
83,2,53
83,3,50
83,4,50
83,5,46
83,6,46
83,7,24
83,8,19
83,9,19
83,10,10
84,1,60
84,2,51
84,3,33
84,4,33
84,5,32
84,6,32
84,7,29
84,8,23
84,9,10
85,1,54
85,2,31
85,3,17
85,4,12
85,5,8
86,1,38
86,2,38
86,3,30
86,4,25
86,5,21
86,6,21
86,7,21
87,1,23
87,2,22
87,3,22
87,4,22
87,5,9
88,1,21
88,2,21
88,3,11
88,4,9
89,1,37
89,2,37
89,3,31
89,4,31
89,5,31
89,6,31
90,1,38
90,2,34
90,3,32
90,4,32
91,1,45
91,2,45
91,3,36
91,4,33
91,5,17
91,6,17
92,1,66
92,2,36
92,3,31
92,4,31
92,5,24
92,6,24
93,1,51
93,2,49
93,3,46
93,4,44
93,5,41
93,6,41
93,7,41
93,8,41
93,9,21
93,10,21
93,11,20
93,12,20
93,13,20
93,14,20
94,1,58
94,2,50
94,3,26
94,4,22
94,5,22
94,6,22
94,7,13
94,8,13
94,9,11
94,10,7
95,1,24
95,2,23
95,3,22
95,4,2
96,1,47
96,2,47
96,3,38
96,4,15
96,5,12
96,6,12
96,7,12
96,8,7
97,1,59
97,2,59
97,3,50
97,4,33
97,5,22
97,6,16
97,7,16
97,8,10
98,1,60
98,2,57
98,3,54
98,4,54
98,5,30
98,6,30
98,7,27
98,8,9
99,1,63
99,2,62
99,3,53
99,4,53
99,5,53
99,6,33
99,7,33
99,8,26
99,9,26
99,10,21
99,11,21
99,12,19
99,13,19
99,14,6
100,1,16
100,2,8
101,1,60
101,2,55
101,3,54
101,4,47
101,5,30
101,6,23
101,7,8
102,1,62
102,2,55
102,3,31
102,4,23
102,5,10
103,1,39
103,2,39
103,3,17
103,4,17
103,5,17
104,1,38
104,2,38
104,3,29
104,4,29
104,5,28
104,6,12
104,7,12
104,8,6
105,1,31
105,2,31
105,3,16
105,4,16
105,5,15
105,6,12
105,7,12
105,8,12
105,9,12
105,10,12
105,11,12
105,12,8
106,1,62
106,2,36
106,3,36
106,4,36
106,5,30
106,6,21
106,7,21
107,1,27
107,2,18
107,3,18
107,4,18
107,5,17
107,6,17
107,7,17
107,8,17
107,9,17
107,10,16
107,11,5
108,1,37
108,2,35
108,3,32
108,4,32
108,5,12
108,6,11
108,7,11
108,8,11
109,1,62
109,2,62
109,3,34
109,4,35
109,5,34
109,6,21
109,7,19
109,8,19
110,1,36
110,2,30
110,3,30
110,4,15
110,5,15
110,6,15
110,7,11
110,8,2
111,1,48
111,2,30
111,3,23
111,4,23
111,5,18
111,6,18
112,1,53
112,2,50
112,3,29
112,4,24
112,5,24
113,1,35
113,2,35
113,3,33
113,4,26
113,5,24
113,6,24
113,7,21
113,8,7
114,1,63
114,2,57
114,3,32
114,4,32
114,5,32
114,6,28
114,7,28
114,8,7
115,1,46
115,2,39
115,3,35
115,4,32
115,5,30
115,6,23
115,7,23
115,8,19
115,9,18
115,10,18
115,11,18
115,12,18
115,13,18
116,1,61
116,2,53
116,3,53
116,4,29
116,5,29
116,6,29
116,7,29
117,1,38
117,2,38
117,3,36
117,4,36
117,5,36
117,6,34
117,7,15
117,8,9
118,1,48
118,2,42
118,3,41
118,4,38
118,5,38
118,6,38
118,7,38
118,8,38
118,9,25
118,10,25
118,11,20
118,12,20
119,1,41
119,2,33
119,3,30
119,4,26
119,5,13
119,6,13
119,7,8
120,1,59
120,2,57
120,3,54
120,4,54
120,5,52
120,6,52
120,7,47
120,8,28
120,9,22
120,10,17
120,11,7
121,1,64
121,2,64
121,3,64
122,1,40
122,2,34
122,3,32
122,4,24
122,5,16
122,6,13
122,7,13
122,8,9
123,1,59
123,2,58
123,3,23
123,4,17
123,5,9
124,1,63
124,2,39
124,3,32
124,4,32
124,5,18
124,6,12
124,7,12
125,1,56
125,2,56
125,3,49
125,4,45
125,5,45
126,1,61
126,2,61
126,3,54
126,4,48
126,5,39
126,6,39
126,7,39
126,8,23
126,9,20
126,10,20
127,1,16
127,2,9
128,1,44
128,2,42
128,3,32
128,4,32
128,5,27
128,6,26
128,7,26
129,1,65
129,2,58
129,3,55
129,4,26
129,5,26
129,6,8
130,1,64
130,2,61
130,3,56
130,4,54
130,5,54
130,6,36
130,7,31
130,8,25
130,9,25
131,1,45
131,2,45
131,3,44
131,4,18
131,5,18
131,6,12
131,7,12
131,8,12
131,9,12
132,1,59
132,2,57
132,3,31
132,4,29
132,5,8
133,1,60
133,2,55
133,3,53
133,4,53
133,5,53
133,6,33
133,7,33
134,1,69
134,2,45
134,3,38
134,4,28
134,5,27
134,6,24
134,7,24
134,8,21
134,9,10
135,1,28
135,2,28
135,3,25
135,4,25
135,5,25
135,6,19
135,7,19
135,8,19
135,9,19
135,10,19
135,11,19
135,12,19
135,13,18
135,14,13
135,15,13
135,16,10
136,1,29
136,2,29
136,3,29
137,1,48
137,2,35
137,3,29
137,4,24
137,5,24
137,6,13
137,7,1
138,1,36
138,2,30
138,3,30
138,4,12
138,5,6
139,1,25
139,2,17
139,3,16
139,4,8
140,1,65
140,2,58
140,3,52
140,4,51
140,5,30
140,6,27
140,7,10
141,1,48
141,2,40
141,3,40
141,4,39
141,5,17
141,6,14
141,7,14
141,8,14
142,1,70
142,2,69
142,3,40
142,4,40
142,5,40
142,6,25
142,7,25
142,8,25
142,9,25
143,1,40
143,2,35
143,3,35
143,4,35
143,5,32
143,6,32
143,7,31
143,8,29
143,9,25
143,10,19
143,11,6
144,1,55
144,2,47
144,3,40
144,4,40
144,5,30
144,6,30
145,1,37
145,2,31
145,3,31
145,4,29
145,5,19
145,6,19
145,7,16
145,8,16
146,1,28
146,2,28
146,3,28
146,4,25
146,5,25
146,6,25
146,7,12
146,8,7
147,1,51
147,2,43
147,3,38
147,4,36
147,5,12
147,6,11
147,7,11
148,1,49
148,2,49
148,3,49
148,4,49
148,5,48
148,6,20
148,7,20
148,8,14
148,9,13
148,10,10
149,1,9
150,1,48
150,2,19
150,3,11
150,4,14
150,5,8
151,1,56
151,2,56
151,3,42
151,4,42
151,5,35
151,6,30
151,7,17
151,8,17
151,9,17
151,10,17
152,1,65
152,2,65
152,3,63
152,4,63
152,5,55
152,6,55
152,7,31
152,8,29
152,9,12
152,10,8
153,1,52
153,2,49
153,3,44
153,4,44
153,5,44
153,6,44
153,7,42
153,8,42
153,9,15
153,10,14
153,11,14
154,1,34
154,2,34
154,3,33
154,4,29
154,5,28
154,6,9
155,1,63
155,2,38
155,3,33
155,4,14
155,5,10
156,1,42
156,2,42
156,3,42
157,1,43
157,2,43
157,3,41
157,4,16
157,5,9
158,1,38
158,2,32
158,3,32
158,4,31
158,5,26
158,6,26
158,7,13
158,8,13
158,9,13
159,1,61
159,2,61
160,1,51
160,2,23
160,3,5
161,1,36
161,2,28
161,3,24
161,4,24
161,5,24
161,6,24
162,1,44
162,2,19
162,3,9
163,1,25
163,2,18
163,3,13
163,4,13
163,5,13
163,6,7
164,1,52
164,2,51
164,3,47
164,4,47
164,5,47
164,6,47
165,1,71
165,2,71
165,3,69
165,4,69
165,5,41
165,6,18
165,7,19
165,8,14
165,9,14
166,1,62
166,2,34
166,3,26
166,4,23
166,5,19
166,6,19
167,1,57
167,2,51
167,3,49
167,4,21
167,5,1
168,1,56
168,2,49
168,3,42
168,4,40
168,5,15
168,6,15
168,7,10
169,1,56
169,2,54
169,3,34
169,4,33
169,5,11
169,6,11
169,7,11
169,8,11
170,1,47
170,2,47
170,3,46
170,4,41
170,5,40
170,6,23
170,7,23
170,8,15
170,9,2
171,1,60
171,2,56
171,3,54
171,4,34
171,5,28
171,6,28
172,1,51
172,2,42
172,3,42
172,4,14
172,5,14
172,6,14
172,7,14
172,8,9
173,1,54
173,2,48
173,3,47
173,4,45
173,5,41
173,6,40
173,7,34
173,8,34
174,1,26
174,2,21
174,3,20
174,4,20
175,1,37
175,2,28
175,3,26
175,4,18
175,5,8
176,1,19
176,2,19
176,3,9
177,1,42
177,2,13
177,3,10
178,1,49
178,2,19
178,3,19
179,1,47
179,2,43
179,3,35
179,4,13
179,5,10
180,1,23
180,2,23
180,3,9
181,1,45
181,2,36
181,3,28
181,4,28
181,5,26
181,6,19
181,7,15
181,8,15
181,9,15
182,1,67
182,2,51
182,3,48
182,4,47
182,5,24
182,6,24
183,1,38
183,2,33
183,3,33
183,4,17
183,5,17
183,6,17
183,7,10
184,1,62
184,2,53
184,3,53
184,4,27
184,5,8
185,1,38
185,2,38
185,3,31
185,4,31
185,5,31
186,1,55
186,2,37
186,3,34
186,4,27
186,5,27
186,6,17
186,7,17
186,8,10
187,1,35
187,2,34
187,3,31
187,4,12
187,5,7
188,1,23
188,2,19
188,3,18
188,4,13
188,5,13
188,6,13
189,1,47
189,2,17
189,3,17
189,4,11
189,5,11
190,1,71
190,2,71
190,3,71
190,4,41
190,5,19
190,6,17
190,7,11
190,8,6
191,1,54
191,2,50
191,3,50
191,4,50
191,5,29
191,6,29
192,1,46
192,2,39
192,3,19
192,4,17
192,5,14
192,6,14
192,7,14
192,8,10
193,1,37
193,2,37
193,3,11
193,4,11
193,5,11
193,6,7
194,1,17
194,2,17
194,3,13
194,4,13
194,5,13
194,6,13
194,7,7
195,1,15
195,2,15
195,3,15
195,4,15
195,5,12
195,6,12
196,1,51
196,2,44
196,3,36
196,4,34
196,5,34
196,6,24
196,7,24
196,8,23
196,9,23
196,10,23
196,11,23
196,12,12
196,13,11
196,14,11
197,1,35
197,2,35
197,3,28
197,4,14
197,5,14
198,1,56
198,2,49
198,3,26
198,4,26
199,1,65
199,2,59
199,3,59
199,4,35
199,5,35
199,6,35
199,7,35
199,8,32
199,9,32
199,10,26
199,11,26
200,1,40
200,2,34
200,3,32
200,4,26
200,5,26
201,1,40
202,1,48
202,2,27
202,3,23
202,4,20
202,5,20
202,6,20
202,7,20
202,8,15
202,9,15
203,1,37
203,2,37
203,3,27
203,4,24
203,5,18
203,6,18
203,7,5
204,1,49
204,2,49
204,3,39
204,4,39
204,5,39
204,6,21
204,7,3
205,1,52
205,2,51
205,3,47
205,4,32
205,5,32
205,6,28
205,7,28
206,1,62
206,2,54
206,3,54
206,4,54
207,1,64
207,2,63
207,3,57
207,4,52
207,5,29
207,6,21
207,7,21
207,8,14
207,9,14
207,10,14
207,11,9
208,1,69
208,2,39
208,3,38
208,4,33
208,5,28
208,6,12
208,7,12
209,1,21
209,2,16
209,3,15
209,4,15
210,1,60
210,2,51
210,3,46
210,4,34
